aid,vid,sample,label
1845,64615," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第一卷 学生会骚动篇 上 第一部 开端  
     台版 转自 轻之国度 

 

    图源：小刻 

 

    录入：zbszsr 

 

    修图：黑羽 

 

    春天。 

 

    因为家里的关系，你转学进入君咲学院。 

 

    除了「在开学过后没多久这样奇怪的时间点转学」这点有些特殊之外，直到去年为止，君咲学院一直都是女校，因此除了你以外，所有学生清一色都是女生。 

 

    你的神情不免有些紧张——整理了一下过去在男校就读时所穿的制服领口后，打开了自己所属的班级·君咲学院二年A班的教室大门。 

 

    热闹的教室里，有个站在窗边的女孩子注意到你出现在门口。 

 

    「嗨，太好了，我们同一班呢。」 

 

    她的态度亲昵，脸上的笑容和蔼，往你走了过来。 

 

    那是个身材高眺的女孩子，她摇曳着柔软的棕色秀发，轻轻地朝你挥着手。她身上依学年区分的制服颜色为蓝色——二年级的颜色。 

 

    应是和你同一班的女孩子礼貌性地点了个头。 

 

    「还记得我吗？我是三波夏美，我们以前常一起玩呢。」 

 

    她有些难为情地低下了头。 

 

    这位叫做夏美的女孩子看来是你的儿时玩伴。 

 

    这么说来，隐隐约约——你对过去和她感情要好这件事好像有印象，又好像没什么印象……大概因为事情发生在很小的时候，记忆也是模糊不清。 

 

    夏美对你的事情似乎记得很清楚，模样显得兴高采烈。 

 

    「听说你回来这里的时候，我很高兴呢。不过真是吓了我一跳，没想到你真的转进我们学校了。」 

 

    她动作夸张地左右摆手，表现出内心的惊讶。那是个身材高得需要抬头仰望，动作",
1845,66108," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第二卷 学生会骚动篇 下 第五部 骚动  
     台版 转自 轻之国度 

 

    图源：zince99 

 

    录入：zbszsr 

 

    修图：米大可 

 

    「那么，接下来就开始进行定期的『运动性社团社长会议』！」 

 

    学生会长——鹤海妃麻里抬头挺胸地宣告会议开始。 

 

    她那可爱的娃娃音渗透到校园里的每一个角落，回荡在整个君咲学院里头。 

 

    「今天主要是讨论本期预算的决议，不过，任何与运动性社团有关的议题，也都可以提出来讨论……请各位把握这个机会，只要有任何意见，都可垦星无保留地提出来喔！」 

 

    学生会长身材很娇小，不小心看走眼的话，有可能会以为她是个小学生。但她身上穿的可是货真价实的三年级制服，手臂上还佩戴着闪闪发亮的学生会长臂章。她那头光泽耀人的黑色头发很长，为了避免阻挡眼前的视线，她的浏海有大致修整过一下。 

 

    这位学生会长抬头挺胸，略显自傲，却也因为青春的充实感，而让她全身微微地颤抖着。 

 

    （呼！好久没做这么像学生会长的工作了！） 

 

    接着，她望了望眼前的光景。 

 

    令天的场地是在LL教室，这间教室通常用来开这类跨社团或跨委员会的大型会议。现在正值放学后的时段，窗外有田径队的同学在跑步、放置跨栏，也有踏上返家路途的同学们在闲聊。 

 

    学生会长看着这样的光景，很满意地说着「嗯、嗯」，一边点了点头。 

 

    （啊！真是太好了——好在有『秘密读书会』，总算让我躲过被当的命运，可以好好做完我学生会长的工作啦！这都得要好好感谢『魔王』久坂彩芽！） 

 

    现在，学生会长正面临着一场苦难。 

 

    爱",
1868,124370," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第四卷 抓住机会就靠自己喽 序章 无限，忠告，糟糕  
     台版 转自 轻之国度 

 

    轻之国度录入组 

 

    图源：linpop 

 

    录入：kid 

 

    那边那个对于同样的事一再重复，打从心底厌烦没什么刺激的每一天的你。 

 

    感到无聊满满的你，就让人家──八井田风勇于向你提出忠告吧。 

 

    不该因为无聊就沉溺于眼前的快乐。 

 

    千万别以轻率的心情安装手机游戏。千万别对游戏沉迷到连睡觉时间都觉得浪费。千万别骗父母然后花钱玩游戏。一个不小心小命就会不保了。 

 

    花费的金额会不断增加，后来还会因为「无限负面螺旋」摔个倒栽葱。 

 

    「啥？无限螺旋？也太夸张了吧。」 

 

    你刚刚对人家嗤之以鼻了吧。好好好，人家知道的。所谓的人类，只要没被逼到那种危机境地，都无法听进别人的忠告。 

 

    人家也是，在花钱这件事穿帮而惹火了妈妈的时候，也没想到会有这种遭遇。 

 

    智慧型手机跟零用钱遭到没收当作惩罚，这些都还在能料想到的范围内。 

 

    因为迟到所以得在学校写悔过书，变成负责倒垃圾的人，这些归咎于运气不好也就算了。 

 

    可是，突然间遭到枪械攻击，还被强迫参加什么「黄金蛋的生存斗争（Royal Game）」这种莫名其妙的游戏，真的是完～～全出乎人家的意料啊！ 

 

    你知道所谓的蝴蝶效应吗？ 

 

    据说光只是像蝴蝶振翅那种很小很小的一点点差别，随著时间经过就会接二连三引起巨大的变化。 

 

    依这种观点思考的话，现在发生在人家面前这些糟糕透顶的事，也是只要人家不花钱玩游戏的话，说不定就不会发生了。小伊不",
1868,132065," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第五卷 来吧，像○○似的起舞吧 序章  
     台版 转自 轻书架 

 

    轻书架×天使动漫录入组 

 

    图源：轻书架录入组 

 

    录入：轻书架录入组 

 

    她重复作着重复的梦 

 

    啊，又来了呀。 

 

    在住商混合大楼的大楼间，任倾泻而下的冰雨打在我的身上，我如此自言自语。 

 

    这是一场梦。在「那起事件」发生后，我一而再、再而三重复梦见的梦。 

 

    在梦境中，我不知为何倒在路旁。 

 

    我分明想抑制阵阵作痛的脑袋，但身体却像断电一样一动也不动。说不定我的肋骨裂开了。我从刚才就觉得呼吸困难。每一次呼吸都觉得全身传来一阵剧痛，意识变得更加模糊。毫不留情的雨下得越来越大。 

 

    我完全搞不懂，为什么会变成这种状况。不过作梦的特征，就是荒谬又无法理解嘛。 

 

    制服吸水变得很沉重，身体渐渐失去温度。 

 

    宛如有看不见的麻绳将我绑在柏油路上，不管怎么做都完全没用，就算卯足了劲试图起身，我的上半身还是完全不听话。难道在我不知道的期间，多了「一动就罚钱」这条规则吗？开始作这个梦的时候，我为了想办法改变结局，做过了各式各样的尝试。然而，无论怎样拼命挣扎却总是徒劳无功。仍然无法改变结局。我立刻就放弃起身的念头，任由自己倒在路上，静待那一刻到来。虽然说了好几次，这是我重复梦见的梦。此后的情节我全都清清楚楚。 

 

    那么来倒数吧。再过十秒不到，她应该就会出现了。五、四、三、二、一…… 

 

    「羽奈！」 

 

    时机刚刚好。梦中的我窃笑着。 

 

    双马尾的天使果然来了。 

 

    拼命跑向我的她，穿着跟我相同的制服，跟",
1868,132354," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第六卷 我是脑浆炸裂Girl 序章 休戚与共直到默默死去  
     轻书架×天使动漫录入组 

 

    图源：轻书架录入组 

 

    录入：轻书架录入组 

 

    事情为什么会变成这样呢？ 

 

    即使我不断自问自答，也完全找不出答案。 

 

    我混乱的脑中只盘旋着无可奈何的焦急与后悔。想要的答案明明不是那个，然而却满脑子只浮现出【绝望】二字。我的喉咙深处一下子缩紧，无法顺畅呼吸。 

 

    完全不打算停歇的大雨打在身上，我望着自己最喜欢的她的容颜。 

 

    在我怀中的羽奈一动也不动，从她的头上涌出鲜血，无论雨水冲洗掉多少次，还是将她的额头染成了一片殷红。随着渐渐失去体温，羽奈的身体也变得苍白而失去活力。湿黏滑腻的伤口在路灯照耀下发光。 

 

    即使没有医疗知识的我也能明白。 

 

    我对这样的伤势束手无策。 

 

    就这样放任不管的话，要断气也只是时间上的问题了。她由于遭到机车撞击而失去关于我的记忆。她会就这样在连身分都不知道的女人怀抱中死去。 

 

    我绝不会让她如此空虚地死去。可是我什么都做不到。明明羽奈的生命之火似乎随时都会熄灭，但我除了望着她以外什么事都做不到。 

 

    说什么休戚与共，说什么命运共同体。 

 

    在受苦的就只有羽奈一个人啊。分明这样近在眼前，我竟然如此无力。竟然连一点忙都帮不上。 

 

    「对不起……都是我的错。」 

 

    我知道不会有人回应我。 

 

    但我还是非得向她道歉不可。我任由因雨水而湿透的浏海黏在额头上，就这么紧紧地抱住羽奈。她的身体犹如人偶一般无力且沉重。我再次质问无能又愚蠢的自己。 

 

    「",
1868,65575," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第一卷 序章 牢笼之中的牢笼  
     台版 转自 轻之国度 

 

    扫图：linpop 

 

    录入：zbszsr 

 

    修图：Mari 

 

    啊，原来如此，这就是那个吧。 

 

    是我之前在网路文章还是哪里看过的那个。 

 

    所谓的梦境是「人类心中的欲望、不安或愿望，以稍微变形扭曲的样子反射出来，像是镜子一样的东西」。从前有个伟大的心理学者好像这么说过，又好像没有。 

 

    虽然记忆暧昧，但却不经意地留在我的脑中。从网路之类的地方看来的资讯大概都是这样吧？ 

 

    「说什么会变形，根本完全一样啊。」 

 

    看着眼前的梦境，我忍不住低声吐嘈。 

 

    周遭一片漆黑，完全看不见「铁栏杆」外的任何东西。 

 

    然而这地板粗糙的触感。 

 

    还有混杂在潮湿空气中的一丝酸甜气味。 

 

    这里想必是令我又爱又恨，我所就读的高中圣阿蒂蜜丝女学院吧。 

 

    我现在被关在牢笼之中。 

 

    并不是「教室就像个牢笼」这种比喻式的说法，而是货真价实的牢笼。是四面环绕着铁栏杆，狭小到双手双脚无法自由伸展，像是关着马戏团动物的那种牢笼。 

 

    如果说「牢笼之中的牢笼」是表现出我心底的不安，这一切未免也太忠实呈现了吧。难道这已经是我的大脑所能创造出的极限吗？ 

 

    既然是这种荒谬又肤浅的梦境，最好还是赶快醒来。 

 

    把掀起的制服裙摆拉好以后，我的双手试着狠狠地捏自己的脸颊。然而却完全没有要从梦中醒来的迹象。 

 

    「……快点给我醒来啦。」 

 

    我对自己如此喊话并继续捏脸，然而不论捏了多少次脸",
1868,67542," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第二卷 怎样都好，我想吃马卡龙 开场 要再度开始游戏吗？  
     台版 转自 轻之国度 

 

    扫图：linpop 

 

    录入：zbszsr 

 

    修图：颓废的阿船 

 

    来整理一下现在的状况吧。 

 

    平凡又缺乏个性的我——市位羽奈，为何会陷入这般绝境呢？ 

 

    为什么我现在会有生命危险呢？应该值得试着好好整理一下吧？我对自己如此说道。 

 

    现在回想起来，或许从我将国中三年全都奉献给读书，递补录取进了名校圣阿蒂蜜丝女学院的那一刻起，我的人生就开始脱轨了也不一定。 

 

    明明好不容易才考上，但因为我无法顺利适应校园生活，结果每天都过得浑浑噩噩的。 

 

    我的心灵支柱有三个。首先是我所持有的一台智慧型手机跟一台一般型手机。 

 

    然后是听见我淡淡爱慕的初恋对象——导师田筱珠云的声音，以及偷瞄眉清目秀的超级大小姐，也就是我的同学——稻泽花。 

 

    「难道我会就这样度过一成不变的高中生活吗……」 

 

    正当我在思考这种事之时，经由田筱老师的手，我跟同学们一起被关在学校里头。 

 

    在我还搞不清东南西北之际，我莫名其妙地被迫参加用手机玩的死亡游戏「黄金蛋的求职活动」（Job Hunting Game）…… 

 

    我如今身处在一旦游戏失败，或是敢做出丝毫反抗行为，就会遭到听令于田筱老师，称之为「饲育员」的男人们拿枪射杀的绝望状况之下。 

 

    唯一值得欣慰的是我跟憧憬的同学稻泽花组成了好搭档。 

 

    多亏有小花我才总算能解决至今天外飞来的这些难题。 

 

    结束两场游戏后，我的同学城野木叶(通称Rich)",
1868,73585," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第三卷 大致上都很鲁莽冲撞 序章 通往快乐的入口  
     台版 转自 轻之国度 

 

    扫图：好人L 

 

    录入：好人Z 

 

    哎呀，总之先冷静下来。 

 

    为了方便发挥想像力，总而言之先尝试闭上双眼如何？ 

 

    闭上之后，希望你能让脑子全速运转并让思考变得更灵活，集中全副精神想像一下。 

 

    你现在无聊至极。 

 

    如果要比喻那种无聊程度的话，这个嘛…… 

 

    就像是看完医生在候诊室等待付钱那样吗？ 

 

    还是像在早上的升旗典礼听校长说些「非常能提升上进心而且似乎很有深意的肤浅谈话」那样吗？ 

 

    又或者是听自己一点都不感兴趣的同班同学的恋爱故事那样吗？ 

 

    真是的，反正你就是闲得不得了。 

 

    请想像自己：午觉也已经睡到不想睡了，再睡下去你担心晚上可能会睡不著，或者是每隔五秒就想问一次周遭的人「有没有什么有趣的事？」然后被人嫌烦……就是那样的状态乘以三倍左右那么无聊！ 

 

    就在无聊的浪潮即将吞噬，令你濒临溺毙之际—— 

 

    你的眼前突然出现了一个按钮。 

 

    只要按下这个按钮就能瞬间赶走无聊。 

 

    而且按越多下，有趣的事情就会一个接一个发生。 

 

    简直像每拍一下口袋就会变得越来越多的魔法饼乾。抑或像是灯塔的亮光，照耀位处一片漆黑大海中的你身上！ 

 

    按钮看上去正发出闪亮夺目的光辉，实在非常吸引人，还有种时髦感。 

 

    而且在按钮的周遭…… 

 

    「请大家尽情地按！」 

 

    「按下去会发生非常有趣的事情喔★」 

 

    「按下",
1966,69040," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第一卷 1弹 间宫明里  
     台版 转自 轻之国度 

 

    扫图：任雷劈 

 

    录入：任雷劈 

 

    初校：任雷劈 

 

    修图：日常殴豆豆 

 

    庶民老街的感觉犹存的中央区·胜哄—— 

 

    强袭科一年级生·间宫明里居住的公寓就位于这座填海岛上，搭乘巴士即可到达建于人工浮岛的东京武侦高中。 

 

    在这栋租金便宜到让人怀疑会不会是凶宅的『胜哄大楼』其中一间租屋中—— 

 

    ——明里在早晨阳光的照耀下而睁开眼睛。 

 

    已经升上高一却只有一百三十九公分的幼儿体型，穿着扑克牌花纹的睡衣，在床上缓缓坐起身子的明里…… 

 

    「……唔……」 

 

    脑袋还呈现半睡半醒的状态。 

 

    如小宠物般圆滚滚的大眼睛虽然还半眯着，不过看着贴在墙上的照片便越睁越大。 

 

    那是明里擅自用手机偷拍下来，利用便利商店的印表机分好几块印刷成彩色A3照片再拼凑而成的自制海报。 

 

    照片中的人物…… 

 

    是一名粉红双马尾、身穿东京武侦高中白底深红色水手服、双手握有两把大型手枪Government——看起来威风凛凛的女孩子。 

 

    这位女孩名叫神崎·H·亚莉亚。 

 

    就读东京武侦高中强袭科二年级，也就是比明里大一届的学姊。 

 

    （——我的心中有个目标，就是要成为像亚莉亚学姊那样的人……！） 

 

    明里眼神认真地仰望着那张照片…… 

 

    ……但她的表情很快又变得陶醉起来。 

 

    「噢噢，亚莉亚学姊……！」 

 

    接着用那松弛到很没出息的脸…… 

 

    开始",
1966,73874," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第二卷 14弹 火野莱卡①  
     台版 转自 天使动漫 

 

    扫图：村崎幽悠 

 

    录入：村崎幽悠 

 

    校对：村崎幽悠 

 

    ——有一天上课前…… 

 

    正当明里与志乃和睦地在教室一起预习功课的时候…… 

 

    「请收麒麟成为战妹呢～！」 

 

    从走廊传来年幼的声音。 

 

    听起来非常有精神、有点咬字不清又可爱的声音。 

 

    尖锐的声调加上会用名字称呼自己的习惯，让人很快就知道是谁了。 

 

    就是明里她们上次从绑架犯手中救出来的国中部研习生——岛麒麟。 

 

    「……」 

 

    把身上的改造制服像洋娃娃一样充满荷叶边的岛麒麟背在背上……鼓着腮帮子的莱卡回到1－A的教室。 

 

    麒麟的身材即使说是小学生也会被相信，莱卡则是像模特儿一样高姚，因此『背在背上』这个动作莫名适合她们。 

 

    然而对这样的亲密接触感到开心的却只有麒麟而已，莱卡倒是看起来很伤脑筋。事实上，莱卡也没有把手放到背后支撑麒麟，是麒麟单方面由衷幸福地挂在莱卡身上。 

 

    「……你们是在做什么？」 

 

    听到有点困惑的明里如此询问…… 

 

    「之前那个研习生一直缠着我不放啦。」 

 

    莱卡露出一脸「受不了」的表情回答。 

 

    「姐姐大人～&#9829;」 

 

    相对于一脸疲惫的莱卡—— 

 

    全身挂在莱卡背上的麒麟，就像只不知不觉间黏上人的小猫咪一样。 

 

    顺道一提，麒麟的身材比明里还要娇小。对身高有自卑感的明里光靠目测就能精确测量出别人的身高，麒麟应该是一百三十五公分左",
1966,75787," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第三卷 26弹 夹竹桃③  
     台版 转自 轻之国度 

 

    扫图：任雷劈 

 

    录入：任雷劈 

 

    初校：任雷劈 

 

    修图：污鸭 

 

    黑白：天轻 

 

    间宫家的秘密—— 

 

    明里一直以来都隐瞒着这件事。 

 

    自从进入武侦高中之后，直至今日。 

 

    无论对志乃、莱卡、麒麟甚至她的战姊亚莉亚。 

 

    然而现在，她决定将一切说出来了。 

 

    因此在明里心中做好准备之前，很自然地稍微隔了一段时间…… 

 

    除了站在墙边的风魔以外，其他人都坐到病房的椅子上。 

 

    大家手中各自端着麒麟泡的咖啡，静静等待明里。 

 

    当中尤其是坐在床上的乃乃香表现得特别不安。 

 

    最后…… 

 

    「我们一族过去曾是公家密探——以现代的讲法来说，就类似政府特务的工作。」 

 

    将眼泪擦干的明里总算开口。 

 

    说出了关于她身世的秘密。 

 

    §　　§ 

 

    江户时代—— 

 

    肥前国御料地，也就是现代的长崎县长崎市新地镇。 

 

    一名身穿和服、头戴旅人斗笠的男子在沙土路面的小巷中快速奔驰。 

 

    男子的容貌像个年轻的少年，莫名讨人喜欢。 

 

    头发和明里一样天生颜色偏亮，并没有绑成发髻。 

 

    然而那张甚至让人感到可爱的脸上，表情却非常拚命。 

 

    手中的两把刀在黑暗中反射明亮的月光。 

 

    公家密探——间宫林藏。 

 

    这是拥有许多假名的他真正的名字。 

 

    此人正",
1966,77579," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第四卷 37弹 夏日祭典  
     台版 转自 轻之国度 

 

    扫图：任雷劈 

 

    录入：任雷劈 

 

    初校：任雷劈 

 

    修图：bulbfrm 

 

    七月七日，七夕傍晚—— 

 

    乾樱快步走在上野的街上。 

 

    樱的身高一五三公分，即使在国中女生之中也算平均以下。 

 

    因此她身穿女警制服、头戴圆形女警帽的模样看起来就像在玩角色扮演一样。 

 

    不过她其实不只是个武侦，也拥有巡查补的身分。这身服装并不是她在假扮，而是她身为一名实习女警的正式穿着。 

 

    她虽然没有属于自己的办公桌，也几乎不会被分配到公务…… 

 

    不过在公文资料上，她同时也是东京湾警察署的人员。 

 

    这是因为樱是个架桥生，是在警察机关研修的武侦高中学生。 

 

    准警察、付费警察、民间警察——被人们如此称呼的『武装侦探』这项国际资格刚被引进日本的时候，武侦与警察之间发生过不少争执。 

 

    如果只是困于人手不足、被内规绑手绑脚的警察将难以处理的工作交给武侦负责倒还算好…… 

 

    不过后来事态却渐渐演变成双方工作重复而互抢，或警察反而把讨厌、危险、棘手的工作都置之不理、推给武侦处理。 

 

    其中主要的原因，是来自警察对经常工作重叠的武侦燃起的对抗心态——以及因此对武侦的认识不足与轻蔑心态。 

 

    认为不能再这样下去的武侦厅与警察厅便想出一计，或者说偷学了美国和德国原本就存在的制度，也就是架桥生制度。 

 

    在这项制度中，年轻优秀的武侦可以被调派到警察机关接受研习，藉此学习警察与武侦究竟是怎么样的存在。架桥生因此会成为",
1990,113126," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第八卷 4th特攻强袭 中 第七章「至今为止的其他人」  
     台版 转自 轻之国度 

 

    图源：轻之国度录入组 

 

    录入：Naztar（LKID：wdr550） 

 

    二〇二六年八月二十六日。 

 

    十二点零分。 

 

    第四届Squad Jam开始了。 

 

    莲在战场东南部森林里睁开眼睛── 

 

    又是从森林开始吗…… 

 

    在她内心这么想的同一时间。 

 

    由香莲就读的大学附属高中部新体操社组成的小队，也就是「SHINC」是被转送到战场东北方的角落。 

 

    身体与脸孔都相当粗犷，小孩子见到可能会吓哭的猩猩女眼前所看到的是…… 

 

    「唔嗯……」 

 

    极为宽广的跑道。 

 

    即使晃动辫子转过头去，能看见的也是由到处是裂缝的柏油路面所画出的地平线。其上方是一片晴空，在极高处可以看见红色暗沉光芒。 

 

    老大对同伴下达命令。 

 

    「所有人趴下来警戒周围。冬马你们看见敌人的话可以射击没关系。」 

 

    跑道正中央的视野非常良好，但是附近完全没有能够立刻躲藏起来的地点。如此一来就只能趴下了。 

 

    队友们立刻有所反应。 

 

    穿著散布鲜艳绿点迷彩服的五名女兵，随即围成圆形，拉开些许距离并且趴下。 

 

    黑发狙击手冬马架起爱用的自动式「德拉古诺夫狙击枪」的脚架，然后摆出卧射姿势…… 

 

    「那么，今天是什么样的景色呢……」 

 

    接著窥看可变倍率瞄准镜。 

 

    她所看的是西南方。 

 

    跑道和滑行道前方极远处可以看见模糊的高",
1990,116250," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第九卷 4th特攻强袭 下 第十二章 为了防止全灭  
     台版 转自 天使动漫论坛 

 

    图源：墨家小白 

 

    录入：kid 

 

    「Pito小姐快逃啊！应该有其他敌人从南方过来了！」 

 

    莲的发言没有获得回应。 

 

    莲虽然瞪着夹在废墟大楼之间的道路前方，但是Pitohui投掷的烟幕弹发出的黑烟流了过来，让人完全搞不清楚状况。 

 

    不过从视界左上角可以知道Pitohui与M的HP正以猛烈的速度减少。 

 

    从刚才就一直听见的是像蜂鸣器般连接在一起的声音。 

 

    之前Pitohui曾经让自己看过影片。并且告诉自己GGO里有名为「M134·迷你炮机枪」的超级高速连射式枪械。 

 

    然后Pitohui也做出符合个性的行为，直接去对拥有这把枪械，名字叫作「怪兽」的玩家表示「价格随你开，把它卖给我吧！」，结果立刻遭到拒绝。 

 

    看见两个人HP减少的速度…… 

 

    咦？难道是立即死亡……？ 

 

    莲对于队友的死亡有了完全的觉悟。 

 

    Pitohui和M绝对是被迷你炮机枪击中，遭到一秒间数十发子弹连射的话，身体肯定会四分五裂吧。 

 

    在莲身边的塔妮亚应该是在跟老大交谈，但是莲听不见内容。不对，应该说听得见声音，但是内容进不到脑袋里。 

 

    两名伙伴的HP持续减少，甚至低于剩下两成的不可次郎…… 

 

    「啊啊……Gun Gale之神啊！」 

 

    只能对莫名其妙神明祈祷的莲…… 

 

    「是装甲悍马车！别管我们了，快往西逃走！」 

 

    耳朵里听见Pitohui的声音。 

",
1990,134304," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十卷 Five Ordeals 第一章「女孩的Step step」  
     台版 转自 天使动漫论坛 

 

    天使动漫录入组 

 

    图源：墨家小白 

 

    录入：kid 

 

    二○二六年八月二十九日。星期六。 

 

    小比类卷香莲被西山田炎狠狠甩掉，在KTV里连续唱著神崎艾莎的歌直到喉咙快要扯破之后。 

 

    「呼哈咿……」 

 

    「太拚命了，小比。不过……你……真的很酷哟。我重新迷上你了。痛快一点了吗？看开了吗？」 

 

    「唔哈呼……」 

 

    「哦，这样啊。干得好。好了，喝吧喝吧！」 

 

    横长房间的角落里，疲惫不堪的香莲正仰著身体坐在沙发上。身边可以看到美优正把冰毛巾放到好友额头上，并且把冰红茶的吸管送到她的嘴里。 

 

    然后美优的身边，几乎是房间的中央，戴著较大帽子的神崎爱莎与身穿西装的阿僧祇豪志正坐著── 

 

    「艾……艾莎小姐！我……我们可以问问题吗！」 

 

    「可以吗！」「拜托了！」「请答应吧！」「求你了！」「Please！」 

 

    接著他们的对面，也就是房间的另一边则坐著一群元气十足地举著手的女高中生。 

 

    就是大家相当熟悉的，香莲就读的女子大学附属高中部新体操社的六个人。为了提升队伍的默契而所有人都操作又强又恐怖的角色来享受GGO，在SJ里以SHINC这个名称为人所知的娘子军。 

 

    她们六个人被美优叫来KTV，然后在这里知道了令人惊愕的事实。 

 

    在GGO里肆虐的破坏与杀戮之女Pitohui，其真实身分是── 

 

    SJ2里对游戏加上「角色死亡就自杀」这种赌上真实",
1990,142308," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十一卷 5th特攻强袭 上 第一章 事不过五  
     台版 转自 天使动漫论坛 

 

    天使动漫录入组 

 

    图源：墨家小白 

 

    录入：kid 

 

    二○二六年九月十二日。 

 

    某个星期六的二十点，也就是晚上八点──的七分钟前发生的事情。 

 

    莲她…… 

 

    「磅安！」 

 

    听见Pitohui说出省略到极点，根本不知道是什么意思的招呼。 

 

    不对，或许根本不能称为招呼。可能只是一看见对方的瞬间就发出的开枪声。 

 

    地点当然是使用所有五感来享受的完全潜行型VR游戏「Gun Gale Online」里面。在只有档案的世界里建造出来的首都「SBC格洛肯」当中，某间像是会出现在西部电影里的酒场其中一间包厢内。 

 

    虚拟角色身高不到一五○公分的莲，身穿常见的暗沉粉红色战斗服，然后罩着上街时必备的深茶色斗篷进入酒场的包厢。 

 

    「晚安，Pito小姐──只有你一个人？」 

 

    一看之下，中央放置了十人座圆桌的宽敞房间里只有一个人而已。 

 

    深蓝色紧身工作服包裹着纤细高挑的身躯，黑发在很高的位置绑成马尾，然后褐色肌肤的脸上有着几何学图样刺青的女性玩家独自待在包厢内。 

 

    这名无论怎么看都是Pitohui的女子…… 

 

    「其实我是M……早上一起来……就被换过来了……」 

 

    以刻意压到最低的声音断断续续地这么说道。 

 

    听见对方发言后，莲…… 

 

    「冰红茶。」 

 

    就只有这么一句话。 

 

    立刻从桌子底下咻一声出现附带盖子与吸管的杯子",
1990,147036," ★☆★☆★☆轻小说文库(Www.WenKu8.com)☆★☆★☆★ 

  第十二卷 5th特攻强袭 中 前情提要  
     台版 转自 轻之国度 

 

    轻之国度录入组 

 

    图源：夜殇 

 

    录入：夜殇 

 

    SJ4结束后不到一个月就决定举行的GGO小队对抗混战大赛「第五届Squad Jam」──简称SJ5。赞助商依然是那个狗屁作家。这家伙也真是学不乖。 

 

    莲虽然心想这次肯定没有什么奇怪的障碍、诡异的束缚，可以好好地享受游戏了才对，但是事情可没那么简单。 

 

    莲被谜样人物悬赏了作为GGO内货币的1亿点数，等于是现实世界的一百万日圆这样的巨额奖金。造成其他玩家都想着把莲解决掉来赚大钱。 

 

    因此她被迫处身于不论是什么人，甚至连队友都想要她的性命这种令人相当开心的状况当中。 

 

    即使如此，莲还是毫不气馁。 

 

    跟对于被悬赏人头一事感到气愤的SHINC约好共同战斗，莲就跟Pitohui、M、不可次郎等熟悉的成员以及── 

 

    「可以擅自行动，随时可取Pitohui项上人头」的夏莉，以及她的跟班克拉伦斯一起（？）以夺下第三次的SJ冠军为目标。 

 

    本届的特殊规则是设定为「队友能帮忙搬运自己的一套装备，并且进行切换」，莲等人也选出了跟平时不同的装备。至于莲跟不可次郎的装备目前仍不明朗。 

 

    然后SJ5就开始了。 

 

    不知道是否该说性格恶劣的狗屁作家忠实地发挥了他的实力，竟然设定了更为夸张的特殊规则。 

 

    也就是小队所有人分别从不同的地点开始游戏。 

 

    而且战场上还飘荡着只能看见数公尺前方的浓雾。害得莲必须独自处于无法看清周围的世界之中。这实在太寂寞了。 

 

    同时也",
