text_id,block_id,line_id,dialogue
2751,1,70,大家想必都认为和我在一起会很开心吧。因为我也是尽可能地营造出这样的容身之处。我喜欢看到大家开心的样子。但是，我偶尔也会这样想――大家看到的，究竟是不是真正的我呢……有时也会因此而突然感到寂寞。
2751,1,71,……意思是……
2751,1,72,说不定，我只是在扮演着他人所追求的王冢真唯形象罢了。
2751,1,73,……抱歉。总是追着着完美的王冢真唯，竟然说出这种莫名其妙的话。你也觉得很不知所措吧。
2751,1,74,不……
2751,1,75,总觉得……我好像是第一次听到王冢同学说这种丧气话。
2751,1,76,当然，我以前从来没和任何人说过。你失望了吗？
2751,1,77,咦？没有，完全不会！
2751,1,78,王冢同学总是很积极地努力向上，我觉得能t解这样的你真的是太好了！所以我真的打从心底觉得……自己也得更加努力才行……
2751,1,79,可是，如果每天都在努力的话，会感到疲惫也是理所当然，所以我才会像这样到顶楼避难……
2751,1,80,是说，我们在树上聊这种事也很奇怪……如果王冢同学不介意，下次我们去顶楼吧。让我们好好待在护栏内侧休息一下。
2751,1,81,这样啊。所以你才会在顶楼……不过，我竟然妨碍你休息的时间，甚至还产生误会，让我们一起摔下来。
2751,1,82,那、那已经没关系了啦！
2751,1,83,不论是刚才还是现在，不管王冢同学是因为什么事情失败，我都绝对会接受你的！说起来，我可是过着每天充满失败的人生啊！连一次失败都不被允许，这种事根本不可能！不要紧的，你身边还有我！
2751,1,84,自己不应该是这样的，应该还能做得更好才对……若是这样想，只是会愈来愈痛苦而已。偶尔休息一下也没关系啊……
2751,1,85,没关系的
2751,1,86,呃……为、为什么王冢同学的眼眶湿了啊？
2751,1,87,咦？呃，这是为什么呢……总觉得，非常开心。
2751,1,88,唉唉～？
2751,1,89,只、只是偶然啦，我……
2751,1,90,哎、哎呀！王冢真唯举世闻名，想成为你的支柱感觉也太厚脸皮了，还是该说是没有自知之明呢！
2751,1,91,没有那回事。
2751,1,92,能够听到你说得这么真诚，我实在很幸福。
2751,1,93,咦？不，那个，呜呜……
2751,1,94,能够遇见你，真的是太好了。
2751,1,95,唔唉唉唉唉？
2751,1,96,不，那个……我也是！因为我想要朋友！
2751,1,97,让我们当朋友吧，玲奈子。
2751,1,98,咦？真的吗？
2751,1,99,嗯，让我们当真正的朋友吧。
2751,1,100,嗯……我们当朋友吧，王冢同学。不，真唯！
2751,1,101,随时都可以跟我说一声喔。我们到时再一起去休息吧。
2751,1,102,呵呵。
2751,1,103,这是我们两人的秘密呢。
2751,1,104,咦？啊，呃，嗯……没错！
2751,1,105,啊，可是不要给我太大的压力哦。因为我会紧张的……
2751,1,106,呃，我不记得自己有带给你压力啊。
2751,1,107,唉！骗人！你总是挂着『我是世界第一正确
2751,1,108,怎么可能。不过，我在大多数的场合确实都是正确的……
2751,1,109,这句话也太有王冢真唯的风格了吧！
2751,1,110,是说，我们该怎么从树下下去！？
2751,1,111,运气真的很好
2751,1,112,只属于两个人的秘密
2751,1,113,啊，小玲奈，你刚才不要紧吧！？
2751,1,114,咦？
2751,1,115,因为你刚才一鼓作气就冲出了教室啊。
2751,1,116,咦？不，那个。刚、刚才突然感觉怪怪的……那个……
2751,1,117,你身体不舒服对吧，玲奈子。是为了不让大家为你担心，所以才会这么说的吧？
2751,1,118,咦？不，那个……
2751,1,119,――对吧？
2751,1,120,嗳，王冢――又有人拜托我问你的联络方式了啦～
2751,1,121,啊，我也是我也是。是说，前阵子是不是还有别校的学生在等你放学啊？
2751,1,122,这也没办法啊。毕竟王冢真唯是独一无二的嘛。
2751,1,123,连这种话听起来都不像挖苦，证明了格调的差距呢……老实说会让人觉得如果对象是王冢的话，就算是女的也行呢。
2751,1,124,咦？你有那方面的兴趣吗？
2751,1,125,怎么会。可是毕竟她是完美恋人嘛。
2751,1,126,喔，看起来聊得很开心嘛
2751,1,127,～～～～！
2751,1,128,小、小玲奈，你怎么了？肚子又痛了？
2751,1,129,朋友
2751,1,130,抱歉。看来，我是把你视为一名女性，喜欢上你了。
2751,1,131,…………
2751,1,132,啊？
2751,1,133,不不不……这不行的吧，不行啦……
2751,1,134,为什么不行？你应该没有其他喜欢的对象吧？
2751,1,135,是这样没错！是说真唯你为什么要跟过来啦！
2751,1,136,因为你的回答太模棱两可了。这样下去，我晚上会睡不着的。这样很伤脑筋。
2751,1,137,啊～真是的……
2751,1,138,话说，『喜欢上了
2751,1,139,是这样没错。
2751,1,140,你接受了我第一次流露出来的脆弱一面对吧？回到家后，我一想到你的脸，胸口的悸动就无法停止。那在我的人生当中，是非常震撼的一件事……当我意识到这点时，便注意到了。我喜欢你。
2751,1,141,太夸张了啦……
2751,1,142,要是看到王冢真唯一脸沮丧，肯定任谁都会去安慰的啊……
2751,1,143,但是，那个人是你。那个瞬间在我眼前的，就是你。
2751,1,144,又不是什么雏鸟效应……是说，就只因为这么一次就向对方告白，再怎么样这也太容易被攻陷了吧……
2751,1,145,果然。我们是两情相悦啊。
2751,1,146,才不是！我是作为朋友！是以朋友的身分喜欢着你啦！
2751,1,147,那是误会，玲奈子。你是把我视为恋人喜欢着我的。
2751,1,148,一旦与你为敌，你这种无谓充满自信的地方还真是麻烦到了极点耶！？
2751,1,149,你之所以会不情愿，是因为我是女人吗？
2751,1,150,这个……我不知道。
2751,1,151,看来也不是完全没有机会呢。
2751,1,152,没有！不行！不行就是不行！
2751,1,153,那个，我想要的是朋友。就是那种能一直共同度过学校生活的挚友。
2751,1,154,怎么？还要特地强调这点吗？
2751,1,155,才没有特地强调！是说挚友是不能向上兼容成恋人的！这两者是完全不同的！
2751,1,156,可是玲奈子。明明喜欢的对象向自己告白，你却说当挚友更好，这样的性癖感觉相当别扭呢。你喜欢的是没有交往，只有肉体方面的关系吗？这有点……不忠吧？
2751,1,157,笨蛋！为什么讲得好像我已经喜欢上你了啊！
2751,1,158,会有不喜欢我的人存在吗？
2751,1,159,啊啊，真是的，笨蛋！你这个笨蛋！王冢真唯！
2751,1,160,我把话说清楚哦！高中生活才刚开始对吧。可是若我和真唯马上就分手的话，肯定会很尴尬的，接着还要转去其他的小圈子……怎么说，你想想，彼此都会不喜欢这种感觉吧！所以我拒绝发展成恋人这种不稳定的关系！
2751,1,161,原来如此，我也能理解你的不安。既然这样，退一步的朋友关系是比较好。虽说你的想法很惹人怜爱，但不要紧的。因为我们是不会分手的。
2751,1,162,现实是没有那么顺利的，就算真唯是再好的人……喜欢的心情也有可能会突然就冷却下来。
2751,1,163,你有过这种经验吗？
2751,1,164,……是没有啦。
2751,1,165,呵
2751,1,166,是没有啦！但一般来说都是这样的吧！我根本没听过有人从高一就开始交往，三年来一直都能恩恩爱爱的！说起来真唯你又有经验吗！
2751,1,167,当然，我也从未与任何人交往过。
2751,1,168,看吧！我就知道！我就知道！
2751,1,169,因为我早就决定了，我的第一个恋人，就是我最后的恋人。
2751,1,170,你这是纸上谈兵！
2751,1,171,看来不管再怎么说，我们始终都是平行线呢……
2751,1,172,是啊。尽管我确信我们不会分手，但你却主张反正肯定会分，固执地认为当挚友对彼此来说才是更好的。
2751,1,173,虽然你解释起来感觉怪怪的，不过是这样没错。
2751,1,174,那么，就采折衷方案吧。
2751,1,175,……什么意思？
2751,1,176,我期望的是恋人关系，而你则是挚友关系。然而不论要实现哪方，都需要双方共同协助。
2751,1,177,这个嘛，是没错。
2751,1,178,若是我现在说『不，既然当不了恋人，那也不可能当朋友了。麻烦你今后在学校别向我搭话
2751,1,179,咦？这个……
2751,1,180,……是、是很为难……
2751,1,181,抱、抱歉。刚才是开玩笑的。当然，我无意做出对你不利的事情，因此伤害到你。
2751,1,182,这样啊……不，其实是没关系。我只是稍微吓到而已喔……？
2751,1,183,嗯，那就好。不过该怎么说呢，明明对方拒绝与自己成为恋人，我却非得一直温柔以待，我希望你也能明白这其中的痛苦。
2751,1,184,这个……嗯……
2751,1,185,……所以，才要提出折衷方案？
2751,1,186,没错――
2751,1,187,有时是挚友，有时是恋人。让我们这样交互尝试看看吧――
2751,1,188,以这个方式作为判断基准，来决定我们到底适合当恋人还是挚友，一决胜负吧
2751,1,189,怎么会这样……
2751,1,190,是要当恋人，还是挚友，是吗……
2751,1,191,当恋人的日子，我会让你知道成为恋人的美妙之处。若是在这种情况下你依然无论如何都无法接受，我也会老实放弃。毕竟这都怪我自己魅力不足，才会无法彻底攻陷你。
2751,1,192,果然还是这样的关系更好
2751,1,193,事情变得相当不得了啊……
2751,1,194,要改变自己
2751,1,195,我再也不要孤单一人了！我要赢得最棒的校园生活！
2751,1,196,姊姊，我还以为你已经变正常了……
2751,1,197,好，那么为了一眼就懂，就依据我的发型变化来决定吧
2751,1,198,哦。原来你这么想和我独处啊。
2751,1,199,才不是！呃，是这样没错啦，但不是你说的那个意思！
2751,1,200,真唯，你差不多也该扎起头发了吧！为什么连续三天都把头发放下来啊！？
2751,2,201,我这没有一丝睡乱的柔顺秀发。要是不放下来的话岂不是太可惜了？
2751,2,202,可是这样就没办法比赛了啊！
2751,2,203,说得也是。
2751,2,204,话虽如此，我们在此之前已经当了两个月的朋友。若是不稍微多过一些恋人的日子，不觉得这样我很吃亏吗？
2751,2,205,等、等一下！？
2751,2,206,没关系吧？毕竟今天是要表现得像对恋人的日子。
2751,2,207,在、在学校……要是被其他人看到该怎么办啊……！
2751,2,208,我不介意啊。
2751,2,209,我、我介意啊……你的手，动作太下流了……
2751,2,210,你这样黏着我，到底是想怎么样啊……真唯原来是这样的人吗？是说，你就那么喜欢我吗？
2751,2,211,嗯，喜欢啊。
2751,2,212,我到底有哪点好了……实在是无法理解……
2751,2,213,原来如此。看似想让我觉得你对自己没有自信，其实是打算从我这里得到赞赏，让我倾诉爱意吗？尽管嘴上说不愿意与我成为恋人，但你使用的战术倒是相当巧妙嘛。
2751,2,214,才不是！我这句话是百分之百认真的！不要把别人讲得很像在讨拍一样好吗！
2751,2,215,我说啊，你就是这种地方让我觉得无法接受！因为你总是这样！
2751,2,216,哦？
2751,2,217,你无时无刻都充满自信！摆出一副彷佛一切都在自己掌握之中的那种表情！如果你认为只要表现得稍微强硬一点我就会立刻倒向你那边，那可就大错特错了！
2751,2,218,这样啊。
2751,2,219,不过，就算你这样说，所有事情确实一直都在我的掌握之中啊……
2751,2,220,………………
2751,2,221,我是不会放弃的，所以玲奈子你就认命吧。
2751,2,222,啊，总觉得在决定要当挚友还是恋人之前，我现在倒是想把真唯这种不论做什么都能顺心如意的傲慢想法狠狠破坏掉了……
2751,2,223,这番措辞听起来相当粗鲁呢。你要好好地履行身为恋人的职责喔。还是说，你面对最爱的女性依然会说出这种话吗？
2751,2,224,大概还是会说吧……啊，你是不是不想和我成为恋人了？
2751,2,225,不，我反而更喜欢你了。
2751,2,226,为什么啊！
2751,2,227,对于任何事情都能如愿的我而言，有这么一件没办法掌握的事情，实在令人开心。而且和你在一起后，我似乎变得愈来愈任性了。今后也请你继续斥责我，玲奈子。
2751,2,228,别做出会让我骂你的事情啦！
2751,2,229,欢迎回来～
2751,2,230,我有问题要问玲奈子同学。虽然有钱但长相普普通通的人，以及贫穷的帅哥，你会选择和哪一边交往呢？
2751,2,231,唉？唉唉？
2751,2,232,虽然我是这样问啦，但老实说和有钱还是没钱其实没什么关系呢。毕竟还是温柔体贴的人最好了嘛。
2751,2,233,啊，不过比起孩子气的人，还是沉着稳重的人比较好吧？
2751,2,234,喔，我记得你好像有两个年幼的弟弟对吧……
2751,2,235,没错没错，他们很顽皮，让我很伤脑筋。虽然是很可爱啦。
2751,2,236,大家理想中的女孩
2751,2,237,紫阳花同学真的很疗愈呢。能跟你交往的人肯定很幸福……
2751,2,238,咦～？突然夸我，我也只能露出笑脸给你喔？
2751,2,239,唉，听我说听我说，听说真唯前阵子去了饭店的会员制泳池耶！不觉得很厉害吗？很夸张吧？哎呀～泳池真好呢！泳池泳池！
2751,2,240,香穗，你有这么喜欢泳池吗？我看你只是羡慕真唯而已吧？
2751,2,241,那当然啦！小纱月不羡慕吗！？豪华的温水泳池！躺椅！酒吧台，还有真唯出众的泳装模样～！
2751,2,242,……与其说嫉妒，反而单纯地让人火大呢。因为实在太适合了。
2751,2,243,有那么适合吗？
2751,2,244,嗳
2751,2,245,不然！今天放学后我们就去挑衣服吧！我想要大家一起凑一套夏装！
2751,2,246,不行。我很忙。
2751,2,247,哎呀呀，纱月同学，你有什么事吗？
2751,2,248,自主学习。
2751,2,249,哇～
2751,2,250,唔
2751,2,251,别这样嘛～！小纱月给人一种高学历大学生的氛围，不用读书也不要紧的啦！我们走嘛～一起去～嘛～！
2751,2,252,真烦人……
2751,2,253,好过分！
2751,2,254,哈哈哈
2751,2,255,就算你这么努力，下次考试还是赢不过我喔。
2751,2,256,你这家伙……你这家伙……！
2751,2,257,真好呢～我也一起去看衣服好了～啊，小玲奈觉得如何？
2751,2,258,咦？呃，我……
2751,2,259,我、我我我、当然会陪大家一起去！
2751,2,260,咦？玲奈亲，你刚才的声音是不是在抖啊？
2751,2,261,没没没有这回事。
2751,2,262,被人邀请一起去玩的时候，不能拒绝。
2751,2,263,嗯，机会难得，就大家一起去吧，虽然我是想这么说……
2751,2,264,至少纱月已经确定要看书了
2751,2,265,咦？
2751,2,266,很可惜，我今天已经有约了。所以我们下次再去逛街吧。
2751,2,267,这样啊～
2751,2,268,明天也要小考，所以香穗最好还是回家念书。纱月也加油吧。即使你一辈子都赢不了我，能持之以恒地努力也是很了不起的。
2751,2,269,为什么我会和这种人成为朋友啊……
2751,2,270,好啦好啦……
2751,2,271,真是的……是无所谓啦，反正你从以前开始就是这种人了。
2751,2,272,啊哈哈……那么，今天就各自随意解散对吧。
2751,2,273,那就下次吧，一定要喔！
2751,2,274,啊，是说……
2751,2,275,最近真唯和玲奈亲发生过什么事吗？你们关系是不是变好了？
2751,2,276,唉！？
2751,2,277,没、没那回事吧！我们关系很普通啊！
2751,2,278,否定成这样，倒是让我很受伤呢。
2751,2,279,咦？啊，对不起！
2751,2,280,看吧，就是这种地方！你们的眼神交流感觉很色情！
2751,2,281,甘织都在为难了吧？你啊，只要一扯到真唯就会失去分寸呢。
2751,2,282,这也没办法啊？毕竟我主推真唯嘛！你看，连推的颜色也有。
2751,2,283,这女人只是个空有外貌的自大狂喔。
2751,2,284,唉～？小真唯是非常好的女孩喔。对吧？
2751,2,285,紫阳花真是t解我呢。
2751,2,286,对吧～？
2751,2,287,咿呀！？
2751,2,288,不过呢，确实是这样。
2751,2,289,最近，我主推玲奈子呢。
2751,2,290,为什么――！？
2751,2,291,玲奈亲，你的脸也太红了！
2751,2,292,肯定有问题吧！
2751,2,293,什么意思？
2751,2,294,当然是指这个状况啊！说什么『约好了
2751,2,295,说得也是。感谢你愿意赴约。
2751,2,296,是、是说，我说的是『就去咖啡厅之类的？
2751,2,297,嗯。我觉得这是最能回应你期待的答案了。
2751,2,298,肯定有问题吧！
2751,2,299,咦？原来她说的有事是要和我出去吗？
2751,2,300,那么，就去咖啡厅之类的……
2751,2,301,咖啡厅啊。那我知道一个好地方。我早就想说一定要带你去呢
2751,2,302,就是这里喔
2751,2,303,重新回顾了一下整个过程，真的是莫名其妙呢……
2751,2,304,几乎每个客人看起来都像是真唯这种种族……
2751,2,305,这里的蔷薇果茶可以滋润游泳之后的身体。
2751,2,306,咦……这要多少钱……？该不会是一杯两千圆之类的吧……？
2751,2,307,泳池的会员可以免费使用设施内的东西。我这次也帮你办了会员证，如果你有时间，以后也能自己一个人过来喔。
2751,2,308,我的胃会穿孔的啦！
2751,2,309,别说是不像日本人了，你根本就脱离现实了吧……若是有像精灵那样的尖耳朵好像还比较安心……
2751,2,310,所以，玲奈子不换泳装吗？
2751,2,311,只要是会员，就可以从种类高达数百种的泳装当中免费租借喔。如何？要不要一起稍微游一下？
2751,2,312,我、我是来咖啡厅的！怎么可能游泳啦！
2751,2,313,比起一般的咖啡厅，你不觉得附有泳池的咖啡厅更能满足你的需求吗？
2751,2,314,不要说那种像是把起司、汉堡排和咖喱搭配在一起就无敌的想法！
2751,2,315,这样啊。不过我原本就没打算游泳。
2751,2,316,你明明都换衣服了。
2751,2,317,毕竟既然会浸到水，势必得把头发扎起来吧？这样的话，与你约会的时间就会犹如泡沫般溶化掉了。
2751,2,318,……啊，是因为那个规则啊。
2751,2,319,所以呢，现在就暂时享受这一刻吧。享受这个只属于我和你的时间。
2751,2,320,……这个嘛，嗯。
2751,2,321,好地方
2751,2,322,……该怎么说，谢谢你。
2751,2,323,嗯？怎么了，这么突然？这样很可爱喔，玲奈子。
2751,2,324,笨、笨蛋。
2751,2,325,该怎么说，我确实觉得像这样的感觉好像也很不错，我一个人的话是绝对没办法来这种地方的……所以，谢谢你带我来……我是对此表达谢意。
2751,2,326,呵呵呵。
2751,2,327,你笑得也太开心了吧。
2751,2,328,虽说得归功于这个情境，但既然能让玲奈子开心，我身为你的恋人自然会感到幸福。
2751,2,329,是是是……谢谢你啊。只能说你唯独品味真的是一绝。
2751,2,330,那明天见。
2751,2,331,嗯，明天见。不过，真的不用送你回去吗？我们到途中都是走同一条路。
2751,2,332,没关系啦。到这里就行了。
2751,2,333,这样啊……那么，我们要在这里道别了。
2751,2,334,是说，明天你总该把头发绑起来了啦。也差不多该切换成挚友模式了。
2751,2,335,嗯，是啊。虽说我还没有满足，但今天确实玩得很开心。
2751,2,336,不，那个……
2751,2,337,……我可不是那种随便的女人，会交往一周就接吻。
2751,2,338,咿！
2751,2,339,……唉？
2751,2,340,我没有兴趣强人所难。今天就先这样忍耐一下吧。
2751,2,341,！？
2751,2,342,玲奈子真的好可爱啊。
2751,2,343,不是啦……总之不是这样！
2751,2,344,总之！下次绝对要切换成挚友模式！我会告诉你其中的美好的！
2751,2,345,那真是让我期待。玲奈子为了我思考的约会行程啊。作为你的挚友实在是很幸福呢。
2751,2,346,这才不是约会！不对，虽然挚友之间有时也会开玩笑说约会什么的！啊！女孩子真的很麻烦耶！
2751,2,347,既然这样，我们当恋人不就得了？要不断切换两种身分不是很麻烦吗？
2751,2,348,我不管！你别吵！我就是要当挚友！就是要！
2751,2,349,呵呵，那么玲奈子。今天真的很谢谢你。我也很期待下次的行程喔。
2751,2,350,是是是！电车要来了，我得走了！再见！
2751,2,351,再见……我喜欢你喔，玲奈子。下次我会吻在嘴上的。
2751,2,352,……等着瞧吧，真唯。接下来轮到我好好地教导你当挚友的有趣之处。
2751,2,353,所以呢，这里就是我的房间。是平淡无奇的一般庶民的房间，不用客气，请进请进。
2751,2,354,嗯，那我打扰了。嗯，该怎么说呢。玲奈子的房间有种Room的感觉。这里的氛围给人一种Mood。
2751,2,355,女孩子！
2751,2,356,如此这般……这就是兴趣是玩游戏的甘织玲奈子。
2751,2,357,游戏？跟国中男生一样啊，真逊
2751,2,358,嗯，原来如此。这兴趣很有玲奈子的风格。虽说我从未玩过游戏，但很感兴趣。能让我看着你玩吗？
2751,2,359,是、是可以啦……但如果要玩，就两个人一起玩吧？毕竟你都难得来我家了，好吗？
2751,2,360,不过就如同刚才说的，我没有经验。
2751,2,361,不用担心，因为要玩的是很简单的游戏，真唯肯定能马上记住的。
2751,2,362,不需要那么顾忌啦。我们是挚友吧？
2751,2,363,说得、也是
2751,2,364,那、那我们就两个人一起玩丧尸射击游戏吧！啊～我老早就想两个人一起玩游戏了呢，就算只有一次也好～！
2751,2,365,你以前没这么做过吗？
2751,2,366,没有啊～因为这也是我第一次找朋友来房间玩。毕竟就算我说『有新的丧尸游戏出来了，来我家里玩吧！
2751,2,367,咦？这个女高中生在说什么啊……？
2751,2,368,是这样吗？大家应该都会接受吧？
2751,2,369,如果提议的人是真唯，或许是这样没错……但对我来说有点难呢……
2751,2,370,哦。不过如果是拜此所赐才让我成为玲奈子的初体验，反而是我的荣幸呢。
2751,2,371,别用那种奇怪的讲法啦！
2751,2,372,不是那边喔，真唯。你看，这边这边。这里有弹药可以捡起来喔。啊，右边有丧尸过来了！
2751,2,373,嗯，知道了。这边就交给我吧。唔，好像从哪里传来了声音。是不是还剩下其他敌人？
2751,2,374,唉唉，你第一次玩游戏的感觉如何？
2751,2,375,唔
2751,2,376,好――我们去下一关！
2751,2,377,嗯，好啊。
2751,2,378,前阵子第一次玩游戏真的是非常有趣，今天我可以再去玩吗？
2751,2,379,当然可以啊
2751,2,380,小玲奈，你从刚才开始就很烦恼呢～
2751,2,381,不，该怎么说呢？我只是在烦恼今天的约该怎么应付才好。
2751,2,382,其实我原本在烦恼要不要在家念书，可是朋友约我出去玩。
2751,2,383,如果是我应该会去玩吧？因为在游玩之后还是可以念书。
2751,2,384,知道了！那我就决定去玩了！
2751,2,385,真好～你们要玩什么？
2751,2,386,我们要用枪打爆丧尸的头。在打中的瞬间脑浆会啪一声飞溅出来！超爽的喔！
2751,2,387,啥？好恶。
2751,2,388,不可能会有这么好的女孩！
2751,2,389,呃……大概就是在家里无所事事地耍废吧！
2751,2,390,唉～？和朋友一起无所事事地耍废吗？那什么？听起来好开心哦。
2751,2,391,今天也请多多关照！
2751,2,392,原来如此
2751,2,393,啊
2751,2,394,呃，她是我的朋友。
2751,2,395,完美小姐
2751,2,396,初次见面，我叫王冢真唯。是玲奈子同学的同班同学。
2751,2,397,那、那个……呃……好的，麻烦你多多关照我们家玲奈子……？
2751,2,398,嗯，那当然。
2751,2,399,没错，那个，真唯是我的朋友，今天是来玩的。是说上周她其实也有来，但妈妈当时因为去兼职不在家。
2751,2,400,太晚向您问候，实在是非常抱歉。
2751,3,401,不、不会不会，哪的话……咦？玲奈子，这位真的是你的朋友？不是微服出巡的王族？
2751,3,402,这个嘛……
2751,3,403,我与玲奈子同学有着非常亲密的交往关系
2751,3,404,我家女儿没那么了不起
2751,3,405,我待会要和真唯打电动！妈妈，你不用进来房间哦！
2751,3,406,那么，我打扰了。岳母真是漂亮呢，玲奈子。
2751,3,407,岳母
2751,3,408,你竟然对妈妈说那种话，到底在想什么啊！？
2751,3,409,你是指什么？我和你毫无疑问是同班同学，确实也有着非常亲密的交往关系。还是说，玲奈子是理解成了其他意思吗？
2751,3,410,是没关系啦……我叫真唯来房间可没有那种打算哦。我只是想要正常地玩游戏而已。
2751,3,411,当然，我也是这么打算。因为挚友的关系确实很教人开心。同时我也确信了，如果是作为恋人的话无疑会更加开心的。
2751,3,412,……前阵子是为了让我大意，才刻意装得很老实的吗？
2751,3,413,不，那单纯只是因为紧张。
2751,3,414,那你这次也紧张一下啦！
2751,3,415,尽管我很想回应恋人的要求，但我只要体验过一次，基本上所有事情都能驾轻就熟。更何况是面对恋人，这样更能让我鼓起干劲。
2751,3,416,这样啊……
2751,3,417,要不要玩这个？今天的我和你，我认为与其玩合作类的游戏，更适合玩对战类游戏。
2751,3,418,……好吧，我知道了。
2751,3,419,赢过真唯
2751,3,420,挚友
2751,3,421,我认输了
2751,3,422,好！那我们来比吧！
2751,3,423,既然这样，不如追加赌注吧？赢的一方可以向对方提出任何一个要求如何？恋人之间应该会玩这类游戏吧？
2751,3,424,咦？不……
2751,3,425,不行
2751,3,426,好、好啊，来比吧。
2751,3,427,呵呵，这样才对嘛，玲奈子。啊，你真的很惹人怜爱。
2751,3,428,那先抢到五场胜利的人就算赢了，你需要时间练习吗？
2751,3,429,这倒是不用。相对的，如果我赢了一次，你可以直接算我赢吗？
2751,3,430,我不会放水的。如果是真唯，很有可能因为运气非常好而侥幸获胜……
