filename,label
1990_116250.txt,0
1990_134304.txt,0
1990_142308.txt,0
1990_147036.txt,0
1990_150239.txt,0
1990_70386.txt,0
1990_70731.txt,0
1990_85340.txt,0
1990_86235.txt,0
1990_89877.txt,0
1990_89890.txt,0
1990_91522.txt,0
203_19475.txt,0
203_8499.txt,0
2099_75597.txt,1
2131_77090.txt,1
2131_82072.txt,1
2235_81534.txt,1
2235_90022.txt,1
2255_100338.txt,0
2255_100339.txt,0
2255_102172.txt,0
2255_104473.txt,0
2255_104788.txt,0
2255_108413.txt,0
2255_110452.txt,0
2255_110545.txt,0
2255_114032.txt,0
2255_120784.txt,0
2255_120785.txt,0
2255_129283.txt,0
2255_142921.txt,0
2255_144017.txt,0
2255_149789.txt,0
2255_154587.txt,0
2255_160649.txt,0
2255_165709.txt,0
2255_82490.txt,0
2255_87549.txt,0
2255_91205.txt,0
2255_94086.txt,0
2255_97803.txt,0
2255_98786.txt,0
2255_99805.txt,0
2258_164542.txt,0
2258_164551.txt,0
2258_164560.txt,0
2258_164661.txt,0
2258_164670.txt,0
2258_82574.txt,0
2258_86246.txt,0
2258_86255.txt,0
2291_106328.txt,1
2291_84182.txt,1
2300_84761.txt,0
2306_84905.txt,0
2306_98863.txt,0
2306_98864.txt,0
2314_85321.txt,0
2314_91290.txt,0
2314_91365.txt,0
2314_97462.txt,0
2410_110426.txt,0
2410_89519.txt,0
2410_97497.txt,0
2418_89871.txt,0
2431_90434.txt,1
2438_90975.txt,0
2438_91540.txt,0
2441_103769.txt,0
2441_106148.txt,0
2441_111561.txt,0
2441_113367.txt,0
2441_116433.txt,0
2441_119910.txt,0
2441_125778.txt,0
2441_130740.txt,0
2441_140313.txt,0
2441_147727.txt,0
2441_150529.txt,0
2441_91100.txt,0
2441_91746.txt,0
2441_94749.txt,0
2441_98122.txt,0
2451_116164.txt,1
2451_127924.txt,1
2451_137549.txt,1
2451_164214.txt,1
2451_91489.txt,1
2451_94926.txt,1
2464_92235.txt,1
2471_101712.txt,0
2471_101717.txt,0
2471_107289.txt,0
2471_111398.txt,0
2471_92679.txt,0
2471_95234.txt,0
2480_101626.txt,0
2480_103680.txt,0
2480_107832.txt,0
2480_112484.txt,0
2480_118171.txt,0
2480_118201.txt,0
2480_121049.txt,0
2480_126644.txt,0
2480_128696.txt,0
2480_130152.txt,0
2480_135650.txt,0
2480_141087.txt,0
2480_150421.txt,0
2480_165620.txt,0
2480_92985.txt,0
2480_94848.txt,0
2480_99015.txt,0
2482_106168.txt,1
2482_93118.txt,1
2482_97409.txt,1
2492_93410.txt,1
2496_93457.txt,0
251_12161.txt,0
251_12205.txt,0
251_16453.txt,0
251_9594.txt,0
2537_101028.txt,0
2537_102384.txt,0
2537_103870.txt,0
2537_108380.txt,0
2537_110844.txt,0
2537_113003.txt,0
2537_115466.txt,0
2537_117392.txt,0
2537_119239.txt,0
2537_120402.txt,0
2537_127655.txt,0
2537_129737.txt,0
2537_133737.txt,0
2537_139683.txt,0
2537_149682.txt,0
2537_157350.txt,0
2537_165372.txt,0
2537_167254.txt,0
2537_95891.txt,0
2537_96842.txt,0
2537_98074.txt,0
2541_105416.txt,0
2541_113502.txt,0
2541_113625.txt,0
2541_96151.txt,0
2543_96323.txt,0
2562_97163.txt,1
2635_101053.txt,1
2635_104245.txt,1
2635_137533.txt,1
2635_139773.txt,1
2635_145272.txt,1
2651_102068.txt,1
2651_103266.txt,1
2651_118252.txt,1
2651_128686.txt,1
2651_129358.txt,1
2651_131330.txt,1
2651_134566.txt,1
2651_145445.txt,1
2659_102498.txt,0
2661_102547.txt,1
2680_103564.txt,1
2689_104058.txt,1
2734_106844.txt,0
2734_119201.txt,0
2734_138209.txt,0
2756_108273.txt,1
2756_112633.txt,1
2756_118972.txt,1
2756_127015.txt,1
2756_134755.txt,1
2756_135147.txt,1
2756_143520.txt,1
2756_145929.txt,1
2756_159532.txt,1
2756_165934.txt,1
2756_167146.txt,1
2768_109073.txt,0
2768_116454.txt,0
2773_109485.txt,1
2788_110290.txt,1
2812_111584.txt,1
2818_111814.txt,0
2818_125018.txt,0
2818_127341.txt,0
2818_130995.txt,0
2828_112677.txt,1
2828_114310.txt,1
2845_114050.txt,0
2845_114071.txt,0
2855_114552.txt,0
2895_116710.txt,0
2895_116842.txt,0
2895_117002.txt,0
2895_118770.txt,0
2895_122477.txt,0
2895_134661.txt,0
2895_150951.txt,0
2895_153172.txt,0
2895_155026.txt,0
2895_159563.txt,0
2895_164223.txt,0
2896_116723.txt,1
2896_116915.txt,1
2896_117063.txt,1
2896_117226.txt,1
2896_127444.txt,1
2896_149574.txt,1
2896_154846.txt,1
2905_117172.txt,1
2920_117810.txt,1
2945_118999.txt,0
2963_119968.txt,0
2997_122164.txt,1
2997_125114.txt,1
2997_125301.txt,1
3017_123358.txt,0
3017_123436.txt,0
301_10869.txt,0
301_10871.txt,0
301_10884.txt,0
301_17145.txt,0
301_18174.txt,0
301_29966.txt,0
3056_125389.txt,1
3056_130465.txt,1
3078_126726.txt,1
3078_126855.txt,1
3089_127556.txt,0
3097_128077.txt,1
3097_128114.txt,1
3101_128204.txt,0
3101_138803.txt,0
3101_140562.txt,0
3101_142267.txt,0
3101_143932.txt,0
3101_145494.txt,0
3101_147434.txt,0
3128_129602.txt,1
3128_130682.txt,1
3128_142015.txt,1
3137_130256.txt,0
3137_134707.txt,0
3137_138391.txt,0
3137_143296.txt,0
3137_146794.txt,0
3137_148607.txt,0
3137_154919.txt,0
3232_133919.txt,1
3249_134644.txt,1
3250_134718.txt,1
3251_134735.txt,1
3269_135382.txt,0
3275_135628.txt,0
3280_135793.txt,0
3294_136178.txt,0
3295_136188.txt,0
3295_136200.txt,0
3316_136794.txt,0
3332_137255.txt,0
3332_138097.txt,0
3332_141320.txt,0
3332_159293.txt,0
3332_163098.txt,0
3375_138681.txt,0
3386_139167.txt,1
3406_140173.txt,0
3412_140718.txt,0
3413_140732.txt,0
3432_141806.txt,0
3432_144006.txt,0
3432_152034.txt,0
343_12044.txt,0
343_17953.txt,0
343_17955.txt,0
349_12158.txt,1
3505_145386.txt,1
3507_145453.txt,1
3519_145969.txt,1
3519_146347.txt,1
3519_148314.txt,1
3519_148571.txt,1
3519_153113.txt,1
3519_157441.txt,1
3519_160917.txt,1
3519_166567.txt,1
3525_146329.txt,0
3542_147412.txt,1
3542_149292.txt,1
3542_157192.txt,1
3542_159751.txt,1
3547_147740.txt,0
3547_149476.txt,0
3558_148375.txt,0
3558_151754.txt,0
3558_157333.txt,0
3558_163586.txt,0
3558_165280.txt,0
3560_148430.txt,1
3585_149565.txt,1
3585_152730.txt,1
3585_156682.txt,1
3585_156877.txt,1
3585_162175.txt,1
3590_149859.txt,0
3590_152213.txt,0
3611_150752.txt,0
3611_155043.txt,0
3611_163958.txt,0
3625_151723.txt,1
3625_161235.txt,1
3639_152497.txt,1
3653_152923.txt,1
3653_153450.txt,1
3653_157261.txt,1
3665_153545.txt,1
3667_153600.txt,1
3693_154379.txt,1
3703_154789.txt,1
3716_155275.txt,1
3716_155281.txt,1
3723_155603.txt,1
3735_156030.txt,0
3735_157496.txt,0
3735_160396.txt,0
3735_163651.txt,0
3754_156707.txt,0
3755_156737.txt,1
3759_157035.txt,1
3759_157046.txt,1
3763_157110.txt,1
3763_161237.txt,1
3763_163631.txt,1
3763_164862.txt,1
3780_157613.txt,1
3784_157680.txt,1
3785_157738.txt,1
3800_158285.txt,1
3802_158308.txt,1
3810_158494.txt,0
3810_158675.txt,0
3816_158814.txt,1
3817_158891.txt,1
3833_159575.txt,1
3854_160445.txt,1
3862_160792.txt,1
3863_160807.txt,0
3866_160899.txt,1
3866_166204.txt,1
3872_161210.txt,1
3872_161224.txt,1
3894_162181.txt,0
3917_163022.txt,1
391_14748.txt,1
391_14750.txt,1
3961_164203.txt,1
3961_164825.txt,1
3962_164246.txt,0
3963_164265.txt,1
3964_164338.txt,1
3964_164352.txt,1
3986_165240.txt,1
3998_165601.txt,1
4014_166308.txt,0
4026_166703.txt,0
4040_167040.txt,1
4043_167174.txt,1
452_16680.txt,1
452_19357.txt,1
452_26034.txt,1
499_18026.txt,1
519_18195.txt,0
531_18333.txt,0
531_29813.txt,0
531_32910.txt,0
531_65127.txt,0
531_65397.txt,0
531_65764.txt,0
531_66734.txt,0
531_66888.txt,0
577_18765.txt,0
577_23778.txt,0
583_18786.txt,1
595_18889.txt,0
595_18891.txt,0
60_3450.txt,1
643_19288.txt,0
655_19379.txt,1
655_19381.txt,1
657_19396.txt,1
667_19434.txt,1
677_19543.txt,1
677_43406.txt,1
806_21516.txt,1
82_19479.txt,0
82_36615.txt,0
82_4714.txt,0
82_4724.txt,0
894_24103.txt,1
915_25331.txt,1
929_26654.txt,1
952_27674.txt,0
952_27685.txt,0
972_28272.txt,0
